tree	PolySolver_dlc	PolySolver_nad	PolySolver_dup	PolySolver_lost	PolySolver_rf	PolySolver_maxrf	PolySolver_dinl	PolySolver_p-val	PolySolver_time	ML_time	total_polytomy	polysolver_nsol	best_sol_aLRT	is_bestrf	best_rf
664	14	1	6	8	6	58	7.47694	0.0467207	1.83855104446	2.41597795486	4	1	-29228.41953	True	6
674	11	3	5	20	12	61	1.40091	0.327776	2.58485889435	6.03463196754	4	1	-27180.094738	True	12
750	10	0	9	17	12	61	0.259988	0.363598	1.18089008331	7.54366493225	4	1	-27252.346594	True	12
826	12	1	6	18	16	63	16.8074	0.00605397	1.68797302246	6.68780088425	5	1	-27403.330808	True	16
10	9	0	7	2	0	53	2.18498	0.202161	3.43410897255	5.7724480629	6	1	-25815.064725	True	0
113	7	2	5	9	4	55	-1.91762e-07	0.500073	0.45858502388	6.32022500038	6	1	-23496.3783	True	4
227	12	0	6	9	14	60	5.76048	0.115663	1.86495494843	6.91791415215	5	2	-27439.953554	False	12
251	5	0	4	1	0	53	2.5508	0.28796	0.428056955338	6.21604299545	1	1	-30858.356019	True	0
314	6	0	4	3	10	58	3.57259	0.110047	0.673441886902	5.36955690384	4	2	-23924.720616	True	10
549	7	0	5	7	4	55	8.13452e-09	0.499989	0.474174022675	5.1410639286	4	1	-24969.243096	True	4
578	12	1	6	19	14	60	3.3653	0.119151	1.28134298325	6.10758304596	4	1	-22911.6744	True	14
588	11	0	4	10	12	59	19.2315	0.00367887	0.517550945282	6.10901498795	7	1	-23733.430706	True	12
659	8	2	6	10	4	55	0.813944	0.276545	0.55773806572	4.13978886604	5	1	-22329.36801	True	4
765	12	0	8	20	30	68	1306	1.88607e-209	1.32427787781	6.13581585884	3	1	-31478.85662	True	30
790	12	6	6	30	16	61	1.22387	0.227822	2.14108705521	6.13439488411	4	1	-27421.901052	True	16
840	10	0	8	28	14	60	3.93714	0.151727	0.497764825821	6.80542993546	5	1	-27198.35423	True	14
841	7	1	6	4	2	54	0.979037	0.336755	1.76179504395	6.44074201584	4	1	-24315.163642	True	2
919	10	4	4	23	14	60	1.85949	0.212216	1.48574399948	4.829226017	5	1	-24556.331011	True	14
972	7	1	6	17	14	60	28.0655	0.000982549	1.97576904297	6.35447382927	5	1	-21764.783858	True	14
380	12	0	10	18	16	59	19.947	0.00412544	0.494256019592	5.43123197556	4	1	-20221.239879	True	16
565	4	0	5	9	12	57	4.12773	0.0952328	1.18053007126	6.36421608925	5	1	-28051.685802	True	12
608	14	3	4	23	10	56	6.68697	0.0434496	0.484029054642	7.09152913094	6	1	-30127.349451	True	10
618	2	0	2	0	0	51	2.01542	0.20754	1.11385202408	6.12935113907	4	1	-25853.130071	True	0
621	7	0	5	18	12	57	4.97743	0.093032	1.32661104202	2.50245594978	6	1	-29306.100705	True	12
758	9	0	4	18	14	58	16.1378	0.00584511	1.33932304382	5.57214808464	4	1	-29686.118889	True	14
879	13	1	8	17	8	55	4.7779	0.0909242	1.18681907654	5.85424280167	4	1	-22475.193153	True	8
939	8	0	4	12	8	55	20.9464	0.00117193	1.32844114304	6.08937311172	3	1	-27031.763755	True	8
983	9	1	5	19	22	62	40.6527	6.39658e-05	2.79952406883	7.24856901169	4	1	-26961.991204	True	22
117	8	3	5	31	14	56	2.47431	0.190311	2.05544900894	6.17058897018	4	2	-22049.363739	True	14
274	9	0	6	9	6	52	3.22793	0.143466	0.465493202209	4.91787409782	6	1	-21748.587007	True	6
370	12	0	5	9	6	52	1.56246	0.370557	0.885535001755	3.63563394547	4	1	-25733.871952	True	6
453	8	1	5	6	6	52	8.39981	0.0251034	1.14758491516	5.91453194618	4	1	-23360.058719	True	6
468	9	0	5	12	12	55	33.2117	0.000136974	1.14755296707	6.85866880417	4	2	-25018.505771	True	12
498	12	2	6	12	8	53	1.97653	0.168756	1.53687882423	6.06995987892	6	1	-28340.650542	True	8
625	10	0	8	24	10	54	1.98869	0.1724	1.28859901428	5.64857697487	5	1	-22138.903116	True	10
689	10	3	3	20	14	56	9.77383	0.0240961	0.636752843857	6.26628899574	5	1	-28996.790435	True	14
691	13	0	5	14	12	55	4.74161	0.103613	0.799154996872	6.3212480545	6	1	-27511.298737	True	12
791	10	2	4	12	6	52	4.42746	0.0697622	0.525907039642	5.97763895988	4	1	-25430.340448	True	6
949	9	0	6	20	12	55	2.92574	0.142041	0.516196966171	6.48029398918	6	1	-25162.451294	True	12
955	8	0	5	19	16	57	29.1648	0.00284743	1.78613996506	6.38503098488	3	1	-21132.608149	True	16
977	6	0	3	4	2	50	0.517549	0.407546	0.474511861801	6.19890499115	5	1	-27256.942562	True	2
985	3	0	6	20	10	54	2.70739	0.148575	0.458117961884	5.57219910622	4	1	-24811.418715	True	10
37	7	2	2	11	8	51	9.74968	0.0211246	1.12781190872	6.26371788979	4	1	-26171.695576	True	8
147	11	0	9	19	10	52	6.52726e-08	0.499957	0.639415979385	4.79998707771	4	1	-18429.503475	True	10
199	14	0	7	23	12	53	5.5418	0.121788	0.531346082687	5.63374209404	5	1	-25534.703601	True	12
321	11	2	4	13	8	51	4.23216	0.0985014	0.508581876755	5.14357495308	4	1	-23087.951619	True	8
323	12	1	7	24	14	54	1.73549	0.203907	1.41319704056	5.15072488785	5	1	-21692.46249	True	14
334	7	0	6	7	6	50	0.492131	0.429653	1.71948599815	6.35839414597	5	1	-26093.757896	True	6
412	10	0	5	12	8	51	3.48241	0.154972	0.500277042389	6.42235302925	5	1	-26025.446211	True	8
432	9	1	3	6	6	50	3.61129	0.130292	0.521079063416	2.983948946	4	2	-28748.086845	True	6
488	11	2	5	21	12	53	5.44058	0.0990743	2.01758098602	6.58426117897	5	1	-27440.939611	True	12
624	11	1	4	7	6	50	0.728643	0.272799	3.25574016571	6.30210781097	6	1	-24484.833999	True	6
628	5	0	5	0	0	47	0.127637	0.401942	1.9658908844	5.56228590012	5	1	-19491.570382	True	0
681	3	1	2	4	2	48	3.26142	0.220975	1.56810307503	5.0950319767	6	1	-23407.27725	True	2
798	10	0	6	20	18	56	79.4861	4.79607e-10	0.425503015518	4.67076206207	4	1	-24392.21052	True	18
847	7	0	6	1	4	49	3.21766	0.226796	1.03107595444	5.27172994614	4	1	-20210.851609	True	4
857	7	0	5	2	6	50	10.3211	0.0277469	0.495517015457	4.97472786903	3	1	-19462.653529	True	6
901	9	0	6	23	14	54	30.9579	0.000290965	0.490566968918	4.64954209328	5	1	-20948.93788	True	14
926	6	0	2	5	12	53	38.4557	0.000158869	1.41998791695	6.25449585915	3	1	-20249.814882	True	12
101	5	0	2	4	2	46	-2.84163e-08	0.500038	2.17648983002	5.20574498177	5	1	-21841.683482	True	2
146	11	3	6	18	16	53	1.71354	0.261768	0.473841190338	5.4110648632	6	1	-25155.136525	True	16
160	8	1	8	29	16	53	2.28381	0.170636	0.51350903511	5.40434193611	3	1	-17562.499034	True	16
185	7	0	5	18	12	51	10.6421	0.0257463	1.26208209991	5.59345793724	5	1	-20890.536776	True	12
242	5	0	4	2	2	46	0.767819	0.301449	0.89919090271	5.52957201004	4	1	-21766.594631	True	2
248	7	4	2	22	10	50	1.55206	0.301132	0.539907932281	5.66724801064	5	1	-22990.693877	True	10
257	9	1	6	23	14	52	3.91837	0.180571	0.485432863235	4.18456912041	4	1	-19471.757079	True	14
276	4	0	4	5	4	47	1.53857	0.197253	0.842235088348	5.8224670887	5	1	-24367.292221	True	4
302	7	0	4	13	14	52	8.7512	0.0495796	1.30779910088	4.84996199608	7	1	-25479.072865	True	14
335	8	0	5	11	10	50	3.84807	0.17789	0.571512937546	4.52116990089	5	1	-20411.97464	True	10
347	7	0	6	17	12	51	3.18921	0.113974	1.83867406845	5.06706500053	3	1	-21921.474091	True	12
503	12	3	4	21	12	51	3.59363	0.144798	0.482962846756	5.82136583328	5	1	-22480.281925	True	12
510	9	0	5	5	16	53	179.585	8.64014e-19	0.485950946808	5.08579897881	3	2	-27616.564428	True	16
539	4	0	4	0	0	45	1.2044	0.268212	0.432611942291	5.14517617226	2	1	-23740.72526	True	0
611	1	0	1	0	0	45	0.556894	0.386458	0.546340942383	5.64837408066	4	1	-24769.534089	True	0
783	8	0	4	4	12	51	11.6856	0.0284492	0.48145198822	5.1249499321	4	2	-21455.669901	True	12
887	13	0	5	10	8	49	3.87769	0.124534	0.773299217224	4.61587715149	5	1	-19485.689582	True	8
888	3	1	2	11	6	48	0.895862	0.32736	0.549696922302	5.50951600075	6	1	-24279.792652	True	6
951	14	0	6	9	12	51	289.475	2.31128e-21	1.23227906227	4.72735905647	3	1	-23546.601038	True	12
963	6	0	5	1	2	46	3.38933	0.131457	1.22610187531	4.83131217957	4	1	-24393.895678	True	2
3	8	1	3	5	6	46	5.87455	0.0734245	1.54684686661	6.14256095886	4	1	-22273.675814	True	6
23	7	2	1	12	8	47	2.99559	0.180398	0.505260944366	5.04524517059	3	1	-23661.795298	True	8
52	9	3	4	15	12	49	1.3147	0.306103	0.811923027039	4.89405488968	6	1	-21734.664524	True	12
167	5	2	4	16	8	47	5.0943	0.0731245	0.490933895111	4.96715211868	4	1	-23574.517933	True	8
172	7	0	5	2	0	43	2.31892	0.205217	1.36507916451	5.36169695854	2	1	-23043.839281	True	0
249	7	3	3	14	8	47	-2.84819e-06	0.500536	0.893565177917	4.68966794014	3	1	-21032.822313	True	8
277	9	0	2	9	6	46	2.44655	0.278368	1.33322405815	5.66835999489	4	1	-22959.749304	True	6
365	7	0	5	18	12	49	2.091	0.231666	1.85431790352	5.40077400208	4	1	-22573.625656	True	12
441	10	3	5	18	10	48	0.630508	0.4006	0.489412069321	5.23112607002	4	1	-22000.626514	True	10
465	10	4	3	25	10	48	3.4053	0.114786	0.684362888336	4.93331098557	5	1	-21186.308783	True	10
495	8	2	3	21	10	48	0.117845	0.411607	1.66256403923	4.49345088005	3	1	-19521.262811	True	10
629	3	4	2	19	8	47	7.32455e-06	0.489101	1.00769591331	5.37031197548	3	1	-23283.000664	True	8
658	7	0	3	5	8	47	2.13133	0.155448	1.16645908356	6.07740712166	3	1	-22463.524521	True	8
686	9	3	2	20	10	48	3.03607	0.121672	1.6972990036	4.54602122307	3	1	-21913.496168	True	10
693	8	4	3	22	10	48	0.410751	0.366982	0.496093988419	5.23202896118	4	1	-24684.883283	True	10
733	5	1	6	25	14	50	1.76734	0.202273	0.471278905869	5.2230758667	4	1	-20401.099207	True	14
746	6	0	2	4	18	52	127.598	3.63389e-15	1.12591910362	3.58696985245	2	3	-24690.269981	True	18
853	8	0	5	12	14	50	248.771	8.92906e-23	1.32706713676	4.85890007019	3	1	-23874.649954	True	14
13	11	1	5	6	4	43	2.94284	0.120903	0.832751989365	4.43137192726	4	1	-22721.724658	True	4
47	9	1	3	10	8	45	2.23984	0.234901	0.545293092728	4.47810006142	4	1	-17448.720305	True	8
50	5	2	4	8	4	43	0.28945	0.452698	0.450588941574	4.31345796585	4	1	-18486.552199	True	4
62	4	5	4	25	10	46	0.648376	0.322573	0.454145908356	1.87323594093	3	1	-23628.17149	True	10
69	15	0	5	16	12	47	6.08792	0.060673	0.491635084152	4.87371206284	4	1	-18961.968895	True	12
100	11	0	6	23	12	47	5.02934	0.0592958	0.52968287468	4.11293506622	6	1	-23072.645477	True	12
114	7	3	1	19	10	46	8.2169	0.0316419	1.54977202415	5.61057281494	4	1	-23836.246376	True	10
171	9	0	7	15	10	46	3.86487	0.115087	0.453563928604	4.83871006966	3	1	-21630.37969	True	10
212	14	2	5	12	10	46	4.4118	0.076437	1.94341516495	4.27432394028	4	1	-20892.108456	True	10
261	5	0	5	22	14	48	11.4835	0.0231757	1.60231804848	5.1264090538	4	1	-21011.819143	True	14
349	6	2	3	18	10	46	0.578742	0.302738	0.438433885574	4.68157815933	4	1	-18401.316511	True	10
405	6	1	4	6	6	44	2.56819	0.179823	0.84655714035	4.75499296188	4	1	-19025.070672	True	6
434	4	0	2	3	2	42	0.116737	0.405901	2.13917183876	4.01797413826	3	1	-23890.376723	True	2
550	7	0	3	4	0	41	0.92328	0.302111	1.26718497276	5.71295619011	3	1	-22738.693536	True	0
597	7	0	3	5	10	46	5.76609	0.144046	0.416644096375	3.92603898048	4	1	-24785.928027	True	10
598	9	1	3	6	8	45	7.19185	0.0336862	2.22390413284	5.22929501534	4	1	-21998.619623	True	8
615	4	5	2	27	10	46	0.953418	0.274576	2.07894206047	4.57393693924	5	1	-19709.863551	True	10
653	11	4	3	25	10	46	0.899767	0.411611	1.16926288605	5.33963990211	5	1	-22510.714824	True	10
669	10	2	4	12	10	46	3.74914	0.155511	0.646769046783	4.81704282761	3	1	-18425.90652	True	10
723	8	2	3	11	8	45	2.61924	0.138376	3.27070498466	4.77068185806	4	1	-19597.067573	True	8
731	8	0	6	2	0	41	2.89627	0.179741	1.29545998573	4.77062797546	1	1	-23353.67431	True	0
749	9	2	2	11	6	44	0.0833327	0.483093	0.891665935516	5.25362086296	5	1	-21752.588	True	6
784	9	1	5	23	12	47	3.69301	0.0831413	0.412919998169	4.29417109489	3	1	-17295.409503	True	12
789	10	3	2	21	12	47	1.87428	0.171909	2.64833307266	4.78757095337	5	1	-21282.655088	True	12
859	2	1	1	4	2	42	0.921835	0.385474	0.606056928635	3.94652915001	5	1	-19256.095985	True	2
894	10	4	4	23	10	46	5.58302	0.0589331	0.536116123199	4.60888981819	5	2	-21546.042656	True	10
902	8	0	5	14	12	47	2.27458	0.167826	0.460516929626	4.76453495026	3	1	-16489.386376	True	12
28	9	2	4	11	8	43	1.63835	0.242321	1.06880402565	4.77789211273	4	1	-21347.317891	True	8
56	10	0	6	20	12	45	8.78187	0.0386686	0.488249063492	4.71799898148	3	1	-21843.006962	True	12
166	5	2	3	21	14	46	5.70997	0.0664137	0.477156877518	4.55096006393	4	1	-19575.485636	True	14
194	1	4	1	18	8	43	0.0662687	0.490982	0.431665897369	3.85580396652	3	1	-15036.767202	True	8
245	9	3	2	20	10	44	1.74745	0.188233	1.56342101097	4.55610203743	4	1	-20801.666835	True	10
288	8	1	3	5	8	43	3.84605	0.0925842	1.24187207222	4.81321597099	6	1	-18843.002712	True	8
292	8	1	3	5	6	42	6.6212	0.0415848	0.499053955078	4.70620989799	4	1	-20051.141534	True	6
304	1	0	1	0	0	39	4.49217	0.113959	0.889536857605	5.26127791405	3	1	-24068.074648	True	0
337	6	3	1	18	10	44	1.66002	0.185024	0.467931032181	4.50847005844	3	1	-21199.20465	True	10
354	4	0	3	17	12	45	9.45979	0.0856534	2.72562599182	4.5318980217	3	1	-22926.797824	True	12
364	8	2	3	11	12	45	5.89332	0.128606	0.971446037292	4.39952802658	3	1	-19804.201885	True	12
452	14	1	6	8	6	42	0.240479	0.38931	1.14184999466	4.57841587067	4	1	-18545.016747	True	6
463	10	0	4	6	6	42	6.40668	0.0540636	0.455084085464	4.54985594749	3	1	-20048.65612	True	6
483	9	3	4	18	10	44	5.19902	0.12682	0.947890996933	4.54459810257	4	1	-20415.325333	True	10
509	4	0	3	1	12	45	825.436	2.88003e-141	1.53927516937	4.25023508072	1	1	-23131.792945	True	12
521	9	0	3	13	8	43	0.533458	0.306874	1.37437605858	3.96263098717	3	1	-18470.780194	True	8
535	3	4	3	18	8	43	0.425984	0.326338	1.63649702072	5.02442312241	4	1	-18450.489944	True	8
591	4	0	3	17	12	45	30.8329	0.000750024	0.472859859467	4.22966885567	4	1	-18074.705696	True	12
643	7	0	5	2	0	39	1.62643	0.247099	1.26110601425	4.20950388908	2	1	-22837.594727	True	0
656	5	2	4	9	4	41	0.127645	0.403361	1.03304004669	4.16416501999	2	1	-13437.838236	True	4
666	6	1	2	15	10	44	1.60081	0.19581	0.454490184784	4.48885011673	4	1	-19471.317933	True	10
683	5	0	2	8	4	41	0.356067	0.340204	0.391452074051	4.23526191711	2	1	-19983.000376	True	4
703	1	0	1	0	0	39	2.87013	0.217997	0.444766998291	4.68760299683	1	1	-23887.820944	True	0
710	4	0	2	2	0	39	3.72181	0.18306	1.26022386551	5.11473321915	2	1	-23118.288361	True	0
768	9	0	4	13	10	44	7.75943	0.0154788	0.924275875092	6.69618201256	3	2	-19753.203019	True	10
782	10	3	3	20	12	45	5.71118	0.0561292	1.16463279724	4.42295217514	4	1	-21595.234074	True	12
801	7	2	2	11	10	44	9.95245	0.0196085	1.52605199814	1.50096583366	3	1	-22378.980821	True	10
821	6	4	2	22	14	46	5.50616	0.0507324	1.38210010529	2.65106105804	4	1	-21814.650344	True	14
849	7	2	2	11	10	44	7.6203	0.0409136	1.25339007378	4.38222408295	3	1	-23402.983631	True	10
915	6	2	1	11	8	43	7.16648	0.0374448	0.411226987839	4.56969714165	4	1	-21413.419296	True	8
920	7	4	2	22	10	44	3.29585	0.104904	0.439013004303	4.54824304581	5	1	-20550.474502	True	10
962	12	0	4	9	10	44	32.2586	0.000125149	1.0096590519	4.72728204727	3	2	-22920.540837	True	10
978	10	1	4	6	6	42	3.69996	0.11381	1.66168904305	4.20532798767	3	1	-14186.321867	True	6
27	3	0	1	2	0	37	1.46784	0.248214	1.92980504036	1.99461507797	2	1	-22605.094836	True	0
35	8	3	3	18	10	42	5.41044	0.058161	1.40832281113	4.11586403847	3	1	-16787.972526	True	10
91	6	0	3	3	0	37	1.53852	0.2608	0.916413068771	4.14350605011	4	1	-18250.866691	True	0
110	5	0	4	1	0	37	0.414271	0.327966	1.30752110481	4.29086995125	2	1	-20635.228836	True	0
184	10	0	4	7	12	43	11.4901	0.0139888	1.59183883667	4.22380399704	3	2	-19567.937453	True	12
197	14	2	4	13	14	44	4.77006	0.0815002	1.59504795074	3.47300195694	5	1	-20115.858385	True	14
299	12	2	3	12	10	42	8.47568	0.0304785	1.10741901398	3.24531698227	5	1	-20412.598614	True	10
350	7	1	3	4	6	40	5.59151	0.0617664	0.449529886246	4.35233092308	4	1	-19097.939803	True	6
384	9	1	3	6	6	40	3.40082	0.114081	0.446187973022	3.60540103912	2	1	-16368.946085	True	6
416	5	0	3	18	12	43	13.2241	0.00642458	0.98698091507	3.94907808304	3	1	-17774.295849	True	12
462	7	4	3	21	12	43	3.55498	0.136485	1.25316905975	4.23810100555	5	1	-17724.44609	True	12
528	2	5	2	25	10	42	-5.32134e-07	0.500148	0.651256084442	4.16473793983	2	1	-17362.753024	True	10
543	2	0	2	0	0	37	4.16337	0.14597	0.484748840332	3.87268900871	2	1	-19481.014913	True	0
557	7	4	3	21	10	42	0.716861	0.351939	1.69589304924	4.37010884285	4	1	-16095.794458	True	10
576	15	2	5	13	8	41	5.14336	0.0640987	2.46557593346	4.16274094582	6	1	-20132.821218	True	8
601	5	3	1	18	6	40	1.06324	0.301626	4.27504014969	4.03202080727	4	1	-20433.315457	True	6
605	10	1	4	6	6	40	5.67885	0.051633	0.441581010818	4.22395610809	3	1	-21068.11583	True	6
663	7	0	5	2	4	39	2.20717	0.170491	2.12368607521	5.09798502922	4	1	-20781.534029	True	4
678	8	4	3	22	10	42	2.79516	0.124574	0.483305931091	3.86304497719	4	1	-18875.502017	True	10
709	7	0	2	6	4	39	2.64576	0.131268	1.62778306007	4.49214291573	3	1	-16039.015244	True	4
719	8	2	3	10	6	40	3.60043	0.156851	1.06592512131	4.52690720558	4	1	-18981.139538	True	6
721	4	0	2	2	4	39	2.40326	0.180867	0.485298871994	4.9093170166	2	2	-19861.227075	True	4
757	7	2	2	9	6	40	-1.70912e-08	0.500014	0.445024013519	3.68537187576	4	1	-17443.313098	True	6
781	13	3	6	20	10	42	54.0688	2.02974e-06	2.22400212288	4.29384708405	4	1	-17887.526078	True	10
792	7	1	2	5	6	40	4.32198	0.129095	1.67272591591	4.56945204735	5	1	-19345.030131	True	6
819	6	0	3	3	0	37	0.3923	0.34721	2.57693505287	4.17995285988	3	1	-20616.355401	True	0
825	6	2	2	19	10	42	3.04363	0.127316	1.12934708595	3.90040802956	4	1	-17000.876547	True	10
881	9	0	2	9	8	41	5.97942	0.129622	0.51656794548	4.41298484802	3	1	-16970.215703	True	8
898	6	1	1	5	8	41	7.526	0.0866301	1.03486394882	1.66922998428	5	1	-20364.161823	True	8
903	9	4	3	23	10	42	2.93693	0.165755	5.06137895584	3.92943501472	4	1	-16194.078796	True	10
910	2	0	1	1	0	37	2.90949	0.212521	2.18827605247	4.15345096588	1	1	-21447.772543	True	0
911	9	0	6	16	10	42	4.45991	0.140898	0.844455003738	4.11751699448	4	1	-20452.867524	True	10
971	3	0	2	1	6	40	13.5753	0.0216772	1.24271512032	3.49924206734	2	2	-18330.132423	True	6
980	10	1	3	7	4	39	3.68775	0.0949494	0.406438827515	4.05486798286	4	1	-17531.653273	True	4
992	10	1	3	7	10	42	88.1723	1.10235e-08	0.450540065765	3.74634695053	3	1	-21418.111725	True	10
996	6	4	4	20	8	41	0.33499	0.343371	1.35901379585	4.9005651474	3	1	-20431.957472	True	8
16	7	2	2	11	8	39	3.61309	0.105083	0.513916969299	3.67694115639	3	1	-16203.449185	True	8
21	6	3	2	14	8	39	2.68894	0.2047	0.798335075378	3.93201184273	4	1	-19267.339788	True	8
30	3	4	2	22	12	41	0.607325	0.370728	1.63865303993	5.38821411133	3	1	-19552.428241	True	12
38	12	1	5	7	8	39	9.24984	0.0220078	0.405045986176	1.4402141571	4	1	-19222.59715	True	8
49	10	2	2	14	8	39	6.52874	0.0482818	1.44018507004	4.36221408844	4	1	-18118.502359	True	8
55	9	2	2	14	10	40	107.112	3.33488e-11	1.53845620155	3.87482094765	3	1	-20974.974869	True	10
67	3	1	2	4	2	36	0.188751	0.385624	0.446532011032	3.78593015671	4	1	-15961.762904	True	2
72	5	5	3	33	12	41	0.688253	0.282344	0.884316921234	3.49982595444	4	1	-15789.082391	True	12
104	9	4	4	22	12	41	3.01694	0.116535	0.780435085297	3.81573915482	5	1	-19490.976994	True	12
118	11	1	4	7	6	38	8.16914	0.0374096	5.20695400238	3.87122106552	3	1	-19332.569833	True	6
125	9	3	3	19	10	40	4.09416	0.149309	0.958706855774	3.11238288879	4	1	-13361.377706	True	10
161	6	4	2	21	10	40	1.6074	0.27986	2.62167000771	4.03781485558	4	1	-17426.17108	True	10
188	4	0	3	1	0	35	2.68468	0.202221	1.66054916382	4.28399991989	1	1	-19385.157834	True	0
203	6	0	3	4	2	36	0.621031	0.297197	0.430233955383	2.77712202072	4	1	-14374.752431	True	2
267	6	4	2	19	10	40	1.97242	0.209075	2.18559503555	4.06972885132	4	1	-15698.10744	True	10
273	6	2	2	8	6	38	1.04123	0.330973	0.912667036057	4.03577494621	4	1	-17575.84613	True	6
280	6	3	2	14	8	39	0.982766	0.310485	1.93112802505	3.57980799675	4	1	-19464.488092	True	8
293	8	3	2	19	10	40	6.2034	0.0495268	2.41526579857	3.83011984825	3	1	-19743.745715	True	10
298	9	2	3	12	8	39	2.09859	0.203123	0.395678043365	3.34254312515	3	1	-19231.069751	True	8
322	2	4	1	22	8	39	0.0872671	0.464309	1.65256690979	4.41239309311	4	1	-18726.880614	True	8
