tree	PolySolver_dlc	PolySolver_nad	PolySolver_dup	PolySolver_lost	PolySolver_rf	PolySolver_maxrf	PolySolver_dinl	PolySolver_p-val	PolySolver_time	ML_time	total_polytomy	polysolver_nsol	best_sol_aLRT	is_bestrf	best_rf
670	19	0	14	18	12	91	11.2509	0.0111193	0.762102127075	4.73580217361	7	2	-43146.580329	True	12
1	15	0	15	22	14	88	5.86509	0.076538	2.49793505669	10.5999770164	7	1	-34344.226475	True	14
59	16	1	13	22	18	90	64.597	5.55414e-08	0.570055961609	2.90844416618	5	1	-41571.325906	True	18
223	20	1	11	17	12	87	12.1073	0.0151287	0.962746858597	7.51752400398	9	1	-34167.694734	True	12
242	13	0	9	6	10	86	5.21777	0.0807027	1.05116701126	10.2418129444	6	1	-38874.06385	True	10
366	14	0	10	4	2	82	7.84404	0.0559565	0.48277592659	7.55887889862	4	1	-33838.357289	True	2
420	21	3	15	19	18	90	16.7224	0.0200014	0.750202894211	3.85963106155	6	2	-40552.08181	False	12
595	19	0	15	17	16	89	10.5	0.0461897	1.6917488575	7.26971101761	7	1	-30491.476376	True	16
742	14	0	14	5	18	90	27.5937	0.000853241	1.60717606544	4.06273913383	6	1	-41505.940262	True	18
780	23	2	14	18	14	88	16.1568	0.0132224	1.31373500824	6.48017597198	8	1	-27518.396385	True	14
936	16	0	14	26	14	88	3.64414	0.249592	1.05659008026	9.47522187233	9	1	-36388.866355	True	14
159	16	0	11	7	6	82	4.14424	0.0937518	1.282984972	8.35028505325	8	1	-35747.822129	True	6
509	14	0	13	24	16	87	1.10693	0.374518	2.43638586998	3.10666894913	7	1	-35744.99147	True	16
802	11	0	12	21	14	86	5.28765	0.0929557	0.614969968796	8.11804699898	7	1	-34098.586851	True	14
903	13	5	11	27	16	87	1.90461	0.17647	1.65034604073	5.39552593231	7	1	-36536.001278	True	16
87	11	0	7	5	12	83	31.4586	0.000682774	3.48281884193	11.0509018898	4	2	-42622.866126	True	12
126	20	0	11	14	14	84	10.9684	0.0236137	0.599769115448	3.15022206306	10	1	-39991.352878	True	14
393	19	0	11	10	14	84	27.9465	0.000789353	0.514339923859	10.5186669827	5	1	-39243.119315	True	14
421	18	0	10	26	16	85	3.27298	0.177358	1.81730103493	9.49383020401	8	1	-34655.310903	True	16
552	15	0	10	7	6	80	5.58111	0.0728005	1.43846702576	9.06214499474	4	1	-32054.675516	True	6
686	14	0	11	21	12	83	0.170756	0.41903	0.60281085968	8.63437509537	6	1	-35153.770519	True	12
885	9	0	12	22	12	83	2.67009	0.132973	1.72242593765	8.49431991577	6	1	-33922.500027	True	12
945	21	0	17	21	12	83	2.51073	0.174419	1.27588200569	9.78308415413	5	1	-38419.519189	True	12
990	9	0	9	0	14	84	68.6428	5.32025e-07	0.855098009109	3.57641911507	3	1	-42065.354265	True	14
998	13	0	13	27	14	84	1.2257	0.225753	1.04872512817	8.21245408058	8	1	-31299.52443	True	14
12	10	0	6	6	6	78	4.55289	0.208859	1.66596603394	9.00161719322	6	1	-35671.586241	True	6
414	23	0	19	22	28	89	50.3697	9.76427e-07	0.753995895386	3.36510109901	5	2	-38766.629626	True	28
423	17	4	9	25	14	82	13.9894	0.0122197	2.20994782448	7.01899790764	6	1	-28919.729953	True	14
586	15	4	10	22	10	80	1.14596e-09	0.499998	0.976163864136	6.63673400879	6	1	-27053.298444	True	10
751	14	1	10	19	14	82	5.02317	0.0923293	0.484459161758	8.34621500969	6	1	-27613.380363	True	14
831	18	0	14	27	16	83	4.6572	0.0906555	1.17016386986	7.38451099396	5	1	-32582.494724	True	16
925	11	0	11	5	16	83	40.9106	9.855e-05	1.42228889465	8.86541390419	6	1	-36601.250684	True	16
953	10	0	9	6	4	77	1.22632	0.30661	0.532148838043	8.25045609474	6	1	-34038.245873	True	4
82	9	0	7	2	20	83	352.694	2.10769e-38	0.469748973846	9.19751310349	2	1	-44910.895997	True	20
195	14	0	14	0	22	84	126.407	2.20889e-12	0.707672119141	12.7512409687	3	4	-42097.963606	True	22
197	21	0	13	17	18	82	14.377	0.00691953	0.755306005478	3.74614310265	8	1	-38489.92634	True	18
217	12	0	13	26	12	79	0.56175	0.33338	1.65126299858	8.64522099495	7	2	-35081.711437	True	12
335	13	0	11	24	14	80	0.877848	0.259997	0.91948390007	7.47769808769	4	1	-28341.424402	True	14
457	13	0	10	20	12	79	12.7917	0.0193347	0.88685798645	8.29190015793	5	1	-28756.078465	True	12
526	7	0	8	17	10	78	0.138844	0.393591	2.98688793182	9.27865505219	7	1	-36653.69035	True	10
766	13	0	9	12	12	79	8.54604	0.077292	0.570281982422	3.24796009064	7	1	-37844.509731	True	12
801	15	0	13	18	16	81	12.1495	0.0244171	2.32039618492	4.02096986771	5	2	-37067.928917	True	16
806	12	2	10	25	12	79	4.21817	0.101107	0.602200031281	5.79312705994	7	1	-22933.526881	True	12
836	15	0	12	19	40	93	265.45	1.6283e-28	1.75009393692	12.2690570354	2	5	-44292.011597	True	40
968	13	4	9	21	12	79	4.8266	0.073405	0.555855989456	6.34100699425	7	1	-32391.666502	True	12
296	15	2	9	10	6	74	1.24137	0.257314	0.597326040268	9.8762280941	7	1	-39927.010751	True	6
467	20	1	13	23	14	78	2.09307	0.161159	0.576671123505	7.19033002853	7	1	-28601.966028	True	14
517	12	0	8	11	8	75	0.222884	0.373782	0.546214818954	7.76259899139	5	1	-30651.541781	True	8
600	16	4	11	22	12	77	0.361939	0.350286	0.603936195374	2.86361718178	6	1	-35813.26162	True	12
683	15	2	9	12	10	76	3.86486	0.153851	0.51806807518	6.08435916901	7	1	-33181.926548	True	10
728	19	2	14	11	18	80	14.756	0.00880295	1.88550519943	2.88389110565	5	1	-41650.313527	True	18
969	10	0	9	1	0	71	5.59286	0.0804145	1.21431088448	8.55988907814	5	1	-28115.115971	True	0
985	12	4	10	22	8	75	1.9907e-08	0.499986	1.26070904732	7.43855595589	6	1	-30169.53138	True	8
199	11	0	11	22	10	74	4.66734	0.08539	0.571702003479	6.1502199173	4	1	-24155.419149	True	10
272	10	0	9	1	8	73	6.7941	0.0494662	2.35450220108	8.07218289375	7	1	-34267.339579	True	8
293	13	0	8	14	12	75	14.49	0.0192073	0.605398893356	9.40969991684	5	2	-36296.039644	True	12
299	13	0	16	28	16	77	3.72857	0.218593	0.71674990654	6.46587586403	6	1	-28788.651266	True	16
497	12	1	8	7	4	71	3.56097	0.155655	0.568250894547	8.44174599648	6	1	-34133.663275	True	4
519	13	0	9	13	26	82	98.1463	1.97529e-10	1.79045009613	8.5495569706	3	2	-38579.853573	False	20
579	14	2	9	9	20	79	44.8424	0.000914669	1.21790289879	6.46920108795	5	1	-31823.14093	True	20
612	9	0	9	0	18	78	219.25	3.40153e-21	1.10136604309	2.75769305229	2	1	-35852.42762	True	18
664	7	3	7	12	8	73	0.761701	0.337419	0.516981124878	8.04592299461	4	1	-30894.121649	True	8
775	12	1	7	9	14	76	9.68757	0.042796	0.792007923126	10.448674202	7	2	-35647.991833	False	12
895	7	0	6	6	6	72	2.30967	0.194806	1.13286995888	6.73763108253	7	1	-24103.113927	True	6
957	13	1	11	27	14	76	0.745256	0.30077	0.578362941742	7.01527714729	7	1	-24157.396384	True	14
992	9	0	8	15	10	74	1.10805	0.238415	0.614697933197	7.37174606323	6	1	-33827.524068	True	10
161	17	3	9	15	10	72	3.65388	0.166916	1.81231093407	7.17567110062	6	1	-30668.943029	True	10
221	18	0	11	24	12	73	5.60716	0.0976299	0.602645874023	5.38839793205	7	1	-26447.791735	True	12
229	12	1	9	12	14	74	7.21641	0.0535041	0.482669115067	6.37276005745	5	1	-26278.094785	True	14
278	17	0	10	18	18	76	6.49014	0.0523018	1.18847990036	6.42693710327	7	1	-31015.830288	True	18
314	11	0	9	18	16	75	8.66082	0.0833144	1.15827703476	6.18111109734	5	1	-34466.272654	True	16
326	9	0	5	4	2	68	1.15836	0.296318	0.488332986832	9.19705605507	7	2	-37172.357021	True	2
569	16	0	12	12	18	76	20.9788	0.00150204	0.553624868393	7.94448184967	5	1	-32047.85654	True	18
599	11	0	9	9	12	73	9.21903	0.0374184	0.542707204819	7.71552109718	5	1	-27727.188464	True	12
605	10	0	6	5	16	75	58.4993	9.1722e-06	0.523275136948	6.72791695595	4	1	-30015.657081	True	16
692	12	0	11	1	8	71	45.1222	2.08783e-05	1.37794589996	4.68144607544	3	1	-37246.28344	True	8
901	7	0	6	1	24	79	602.262	6.04891e-94	1.24031996727	8.62259292603	1	2	-38573.687767	True	24
999	14	0	10	12	10	72	5.32759	0.0601127	1.87996101379	4.12640690804	6	1	-34579.589684	True	10
143	13	0	9	21	14	72	0.383578	0.333172	2.23765778542	8.33972406387	6	1	-34864.913582	True	14
152	13	1	12	23	14	72	6.00593	0.0365919	2.6724820137	8.48744988441	6	1	-27332.636971	True	14
213	8	4	8	18	14	72	4.61386	0.10081	0.53515291214	7.5432100296	4	1	-30079.484851	True	14
233	12	0	7	21	14	72	6.3988	0.0719988	2.07979106903	6.75763893127	6	1	-27053.037231	True	14
283	17	3	11	19	10	70	0.900476	0.25634	1.26495718956	5.92973995209	5	1	-27377.315687	True	10
301	5	0	4	1	22	76	117.039	5.05203e-13	0.446597099304	4.94181203842	2	2	-38350.169289	True	22
310	13	1	8	5	4	67	3.22524	0.177788	2.0505399704	6.15268397331	8	1	-27669.411545	True	4
437	14	3	8	19	12	71	9.10884	0.034772	0.576824903488	2.28075003624	5	1	-34659.906604	True	12
463	14	0	12	2	0	65	2.32976	0.194185	3.50376391411	2.64487600327	6	1	-32548.892898	True	0
465	17	3	9	19	8	69	3.42306	0.123941	1.32400989532	5.71330714226	6	1	-29566.910901	True	8
556	5	0	5	0	8	69	23.2005	0.00599514	0.423489093781	6.37537789345	2	1	-41104.461956	True	8
597	17	0	10	16	8	69	2.49139	0.144521	0.626861095428	6.98148202896	5	1	-29298.245888	True	8
629	14	5	9	23	12	71	6.83148	0.0564335	5.97386097908	6.15827894211	6	1	-29043.344817	True	12
638	8	0	8	14	14	72	0.922207	0.2889	2.97883319855	8.26646900177	6	1	-30512.1808	True	14
798	13	0	11	25	16	73	38.1899	9.07965e-05	1.64073014259	2.82123494148	5	1	-34119.315574	True	16
889	10	0	11	24	10	70	0.777819	0.290541	0.589100122452	6.73916506767	7	1	-21542.003868	True	10
907	12	0	8	11	12	71	2.05601	0.204967	1.64599013329	6.19791698456	7	1	-24776.391975	True	12
919	13	0	9	12	12	71	8.37392	0.0643274	1.53681588173	5.30085897446	5	1	-28723.324308	True	12
173	17	1	10	7	10	68	43.4247	1.41791e-05	1.30066895485	8.49736690521	3	2	-36764.543326	True	10
214	19	3	10	18	16	71	115.738	1.09034e-11	1.56817889214	8.92288088799	3	1	-35761.54611	True	16
251	9	0	9	19	12	69	101.389	1.81006e-10	0.510613918304	7.70259618759	4	1	-31135.634586	True	12
274	7	0	8	15	10	68	1.42509	0.258133	0.498589992523	7.31074786186	7	1	-25952.38754	True	10
336	13	1	11	26	16	71	11.2866	0.0229748	0.518763065338	6.73128795624	6	1	-29892.100734	True	16
357	15	2	9	10	6	66	1.63518	0.202455	0.593631029129	5.33823490143	6	1	-31117.321247	True	6
375	13	2	6	13	8	67	9.22125	0.0187856	1.49082612991	7.98265600204	4	1	-37743.576479	True	8
385	10	0	9	15	16	71	5.61786	0.065484	0.511759996414	7.85989022255	5	1	-27421.809862	True	16
394	12	1	9	22	12	69	11.046	0.0128201	2.80459189415	7.91239404678	4	1	-33146.224679	True	12
428	11	4	7	22	20	73	15.6953	0.0259824	1.49681615829	7.25215482712	4	1	-27384.957265	True	20
455	10	2	7	19	10	68	0.587129	0.406514	1.04663014412	7.87579202652	4	1	-34597.836576	True	10
483	12	0	9	19	12	69	6.41218	0.0842666	1.2142970562	6.36628198624	5	1	-25171.528549	True	12
490	13	2	7	10	10	68	1.39955	0.2446	1.20065498352	6.08053183556	6	1	-28580.975104	True	10
619	9	0	7	9	12	69	17.2024	0.00733217	0.477705001831	2.7314889431	6	1	-32153.638615	True	12
750	9	0	7	9	16	71	9.22431	0.0340357	2.03106498718	2.66569519043	6	1	-32384.004962	True	16
756	13	0	11	18	14	70	14.7204	0.00904935	0.527039051056	7.52516412735	6	1	-28183.552517	True	14
879	11	0	10	15	10	68	0.296547	0.420787	2.63475298882	7.90044093132	7	1	-32539.282812	True	10
927	12	0	10	22	12	69	2.06838	0.173521	1.76885986328	5.39929294586	6	1	-31148.211701	True	12
934	6	0	5	1	24	75	326.463	9.65314e-36	3.10341215134	7.62543201447	2	2	-37819.029779	True	24
994	5	0	7	8	6	66	0.595655	0.337214	0.521121025085	8.55110478401	6	1	-31450.256639	True	6
148	10	0	8	19	10	66	10.7012	0.0557336	1.86755394936	6.07028317451	4	1	-25600.853369	True	10
191	14	0	11	13	8	65	3.06054	0.242562	1.91438794136	6.4094080925	6	1	-26095.888322	True	8
249	14	0	7	8	22	72	240.33	1.75712e-24	2.57344102859	8.03153705597	3	3	-36269.625115	True	22
376	10	0	8	22	14	68	6.23303	0.0602156	2.59315514565	7.71139597893	5	1	-29879.522655	True	14
426	8	0	7	19	12	67	2.03314	0.223291	1.08652901649	6.8174290657	7	1	-28243.540685	True	12
478	13	0	7	13	10	66	2.4967	0.132833	1.0864648819	6.89341688156	4	1	-24644.043656	True	10
479	16	1	9	19	14	68	12.4145	0.0216823	1.16429615021	7.99922704697	7	1	-29085.751436	True	14
531	12	0	10	2	2	62	5.75562	0.132198	0.488368988037	7.08711504936	7	1	-30356.972915	True	2
646	9	2	5	13	8	65	1.99705	0.229035	1.13009381294	7.6164829731	5	1	-29285.672628	True	8
724	9	0	6	11	12	67	96.4364	1.59463e-09	2.43712687492	7.28516793251	4	1	-26923.757661	True	12
795	7	0	7	0	0	61	0.21851	0.37437	1.38657188416	6.99801301956	3	1	-28759.635407	True	0
852	9	0	7	2	0	61	0.956288	0.151923	3.03697896004	6.85496783257	4	1	-23469.60743	True	0
912	11	1	6	5	8	65	12.4563	0.00889631	0.482965946198	6.51859688759	6	1	-34684.170107	True	8
961	18	1	11	7	12	67	25.7537	0.00132066	3.10521912575	7.79314208031	6	1	-31087.727035	True	12
997	11	0	9	9	8	65	4.40371	0.0899607	1.43041300774	5.67012000084	8	1	-23220.221857	True	8
153	7	0	6	1	6	62	1.48029	0.242114	2.27361392975	3.12652611732	5	1	-30361.020139	True	6
174	9	0	6	5	6	62	5.64492	0.128932	1.07303905487	7.05291700363	4	1	-31337.094781	True	6
179	10	0	6	6	12	65	17.8246	0.00626268	1.25181889534	2.70174002647	5	1	-30856.961979	True	12
215	13	2	8	11	10	64	7.99716	0.0405037	0.476114034653	7.27647399902	4	1	-34055.289048	True	10
238	14	2	9	9	10	64	10.8022	0.0278796	1.44256496429	3.08523511887	5	2	-32290.442657	True	10
371	9	3	9	31	12	65	0.609971	0.413149	0.709485054016	6.34143805504	3	1	-19740.924158	True	12
525	12	0	10	17	10	64	0.67946	0.363493	0.630935907364	8.35884594917	6	1	-29685.545584	True	10
542	10	0	9	1	2	60	2.68448	0.140797	1.87962198257	4.67816495895	4	1	-32972.358485	True	2
574	5	1	5	11	8	63	2.13734	0.160618	0.599236011505	7.05591201782	7	1	-27823.689906	True	8
582	16	1	10	17	18	68	15.8868	0.0043654	0.433395147324	2.34292984009	3	1	-30321.280802	True	18
603	8	0	7	19	14	66	5.153	0.12817	3.56095194817	5.44043302536	4	1	-19776.443474	True	14
713	11	0	7	5	14	66	80.3457	2.07514e-06	0.787126064301	6.43880200386	3	1	-27274.120745	True	14
860	13	4	8	26	12	65	4.15367	0.0864496	1.29279112816	6.63172912598	6	1	-28498.080687	True	12
935	9	4	8	22	12	65	15.1083	0.00940011	1.51043105125	6.76824903488	5	1	-27683.916331	True	12
989	10	0	10	22	14	66	2.16248	0.188964	2.08633089066	7.13998913765	8	1	-26495.667223	True	14
164	7	0	6	6	4	59	0.667478	0.316713	1.76463413239	7.58842992783	7	1	-28447.355948	True	4
181	15	0	13	33	14	64	1.22612	0.324776	0.554962873459	2.78789591789	7	1	-27601.911422	True	14
189	11	3	6	15	18	66	35.2482	0.000486911	0.698682069778	6.00026082993	4	1	-30307.710527	True	18
207	9	0	8	21	14	64	9.27121	0.0649684	1.94324994087	6.31258416176	5	1	-22297.911486	True	14
220	15	1	11	23	12	63	4.92607	0.124984	1.36063814163	6.40288090706	3	1	-26984.8574	True	12
298	10	0	9	21	18	66	8.97667	0.0736091	0.566979885101	5.99070906639	5	2	-31814.762012	True	18
319	11	3	6	18	20	67	85.1371	1.04637e-07	1.9210100174	7.07443499565	3	1	-29910.197799	True	20
364	12	4	7	22	12	63	2.8594	0.257665	2.54039406776	2.69404816628	8	1	-30988.499952	True	12
373	10	0	9	1	2	58	2.11806	0.171949	0.470846176147	2.56333398819	5	1	-28804.900823	True	2
383	11	0	7	5	6	60	6.76248	0.0499145	1.30327796936	7.1153459549	5	1	-30293.763632	True	6
401	11	0	10	23	12	63	3.81304	0.110122	0.569411993027	5.17867994308	6	1	-23024.97948	True	12
427	11	0	10	24	14	64	5.18357	0.0709438	0.977468013763	5.27185511589	7	1	-25429.435422	True	14
458	12	3	7	18	12	63	3.02951	0.192394	1.20175909996	6.41339993477	5	1	-26793.164652	True	12
469	14	2	9	9	6	60	0.524799	0.310055	0.468636989594	6.11533999443	6	1	-25031.274398	True	6
476	12	2	7	11	10	62	1.64357	0.193325	1.44481706619	6.95098209381	5	1	-30268.991293	True	10
528	11	0	8	20	10	62	2.89611	0.200608	2.64489293098	6.72584199905	6	1	-29597.368951	True	10
572	8	0	6	16	10	62	0.635182	0.294602	0.560687065125	8.04460787773	7	1	-33027.06806	True	10
594	17	1	9	16	12	63	4.59233	0.0830285	1.92515182495	6.50954794884	8	1	-20913.842177	True	12
614	8	0	7	23	14	64	10.2702	0.0288857	0.497730970383	6.7453250885	5	1	-30670.525043	True	14
662	12	1	8	19	14	64	9.74954	0.0210975	0.592619895935	7.63873195648	7	1	-29652.007738	True	14
665	7	0	10	24	18	66	9.10827	0.0411418	0.715924024582	5.98379278183	6	1	-25693.930272	True	18
737	16	1	9	23	16	65	2.25805	0.164656	1.17315196991	5.65825486183	7	1	-25063.515574	True	16
770	11	0	7	5	16	65	81.2202	1.31388e-09	0.513324975967	7.20635390282	4	2	-33131.50304	True	16
980	10	0	8	19	12	63	2.4937	0.152451	1.21679377556	7.45905303955	6	1	-26387.981768	True	12
102	13	2	9	20	14	62	6.83508	0.0574188	0.543843984604	7.28084111214	5	1	-26388.021825	True	14
139	13	0	8	7	12	61	5.41543	0.110308	0.521601915359	6.8101041317	6	2	-31910.624926	False	10
167	8	0	8	22	12	61	1.39706	0.220649	0.561544179916	5.24729394913	6	1	-20785.153863	True	12
290	10	1	6	4	4	57	2.45571	0.147091	0.686553001404	6.5513010025	6	1	-26991.945836	True	4
367	13	2	7	12	8	59	18.0865	0.00462037	1.86311292648	1.79258513451	6	1	-29713.261338	True	8
435	9	0	7	18	14	62	10.2334	0.0217464	1.40713500977	6.26411509514	4	2	-25508.212782	True	14
471	12	0	9	21	14	62	71.4853	1.34432e-07	1.32220077515	4.90089511871	6	1	-25646.961172	True	14
524	4	0	4	1	2	56	0.559833	0.379955	0.469383955002	6.5947329998	4	1	-24896.450686	True	2
610	10	0	7	10	8	59	5.53186	0.0640867	0.486187934875	6.65682506561	7	1	-26077.012991	True	8
744	5	2	5	7	4	57	1.1115	0.226599	1.07244706154	6.00938606262	6	1	-27157.800458	True	4
746	14	2	8	11	6	58	2.34784	0.251615	1.34914493561	7.19293403625	5	1	-27664.399077	True	6
761	11	0	6	7	10	60	5.22403	0.0622064	1.37379717827	7.48029112816	6	1	-32902.230327	True	10
779	10	0	7	19	16	63	21.2692	0.0030656	0.834046840668	8.92613601685	3	7	-32200.752665	True	16
816	6	0	10	27	12	61	1.64475	0.259071	0.450901031494	5.4848959446	3	1	-20115.702381	True	12
884	15	1	8	7	6	58	4.98231	0.0973433	0.454373836517	6.85792779922	4	1	-25576.824564	True	6
888	10	0	8	4	10	60	1.91083	0.196401	0.489684104919	7.34358406067	3	1	-25624.346801	True	10
913	12	0	9	19	18	64	5.48654	0.0813972	3.08862805367	7.59475302696	4	2	-32848.39099	True	18
108	10	0	5	6	8	57	5.2869	0.13015	0.502305984497	2.37473678589	3	1	-25230.118216	True	8
177	10	0	5	7	12	59	4.59024	0.142577	0.652230978012	7.26208305359	3	1	-26171.390837	True	12
235	14	1	6	8	34	70	2009.33	0	1.05715990067	1.2471549511	2	1	-33992.087178	True	34
273	11	1	6	12	8	57	27.5227	0.000487824	1.3910369873	6.46249008179	4	1	-29151.010109	True	8
286	11	3	6	15	8	57	2.42011	0.149521	0.698974132538	6.0149731636	6	1	-28151.656203	True	8
315	8	0	6	20	12	59	0.12626	0.407308	0.785051107407	6.44370794296	4	1	-27479.303466	True	12
354	7	0	7	22	12	59	0.985261	0.269102	0.497505903244	5.99501204491	4	1	-26113.368921	True	12
370	5	3	5	12	6	56	0.991097	0.327558	0.524066925049	7.05256199837	4	1	-28887.962834	True	6
406	7	5	7	25	10	58	1.22578	0.336004	0.923894166946	6.66531085968	5	1	-24795.067083	True	10
413	9	0	5	7	10	58	15.0911	0.00687123	0.487335920334	6.85185408592	5	1	-27508.454965	True	10
450	5	2	5	7	4	55	1.94223	0.265413	0.876792907715	7.22619104385	5	1	-26253.589794	True	4
453	6	3	5	13	10	58	6.35457	0.0540533	0.433040857315	5.56327009201	4	1	-26021.993451	True	10
512	9	2	6	18	16	61	6.52328	0.137611	1.630464077	5.95353293419	5	1	-18981.809421	True	16
545	10	0	6	21	16	61	3.24568	0.120052	3.2653169632	7.15930509567	5	2	-28114.713459	True	16
593	7	3	7	16	8	57	8.24667e-05	0.480122	0.467414855957	5.74770998955	6	1	-22969.919515	True	8
601	13	3	5	15	10	58	3.90431	0.126074	2.5400249958	2.69220304489	7	1	-28419.720724	True	10
677	7	0	6	1	18	62	298.92	1.77156e-34	0.50139093399	5.57024216652	2	4	-30330.08758	False	16
815	8	0	6	18	20	63	130.884	7.23802e-16	2.08611702919	6.67996287346	4	1	-29577.821558	True	20
825	5	0	5	0	0	53	2.03869	0.161336	0.406755924225	6.87280702591	4	1	-25940.448492	True	0
826	10	0	6	13	10	58	4.48112	0.1208	1.33987998962	6.29457187653	5	1	-25147.71786	True	10
920	10	0	6	4	0	53	0.75899	0.422276	2.31062102318	4.41796398163	6	1	-27973.253196	True	0
933	12	4	7	22	16	61	6.0187	0.10076	1.18072080612	7.15978097916	5	4	-28804.882804	True	16
946	6	1	6	3	14	60	36.5714	4.82914e-05	0.483024120331	4.54073309898	3	1	-29860.044319	True	14
962	9	0	4	6	12	59	7.23103	0.0351598	0.458695888519	6.39580798149	5	1	-28029.428694	True	12
