tree	leaves	TruePhylo_dlc	Raxml_dlc	Raxml_rf	Raxml_maxrf	Treefix_dlc	Treefix_rf	Treefix_maxrf	Treefix_dinl	Treefix_p-val	Treefix_time	TruePhylo_nad	TruePhylo_dup	TruePhylo_lost	Raxml_nad	Raxml_dup	Raxml_lost	Treefix_nad	Treefix_dup	Treefix_lost
659	46	13	24	10	95	12	4	93	5.87186	0.054156	35.8883678913	0	10	3	3	10	12	0	10	2
684	46	13	24	12	96	13	2	92	1.79177	0.310178	34.1127080917	0	13	0	2	13	10	0	13	0
796	45	17	29	6	91	17	0	89	1.6077	0.233805	48.9668221474	0	14	3	3	14	13	0	14	3
923	45	13	25	8	92	13	2	90	0.635264	0.365682	30.6657600403	0	10	3	3	10	13	0	10	3
186	44	18	31	8	90	18	0	87	2.36066	0.289628	38.3253297806	0	15	3	3	15	14	0	15	3
378	44	11	15	2	87	11	0	87	0.609407	0.298044	28.4436500072	0	10	1	1	10	4	0	10	1
405	44	14	55	30	101	37	24	99	7.46602	0.0664046	469.797684908	0	12	2	6	16	34	4	15	17
514	44	11	64	32	102	32	20	97	4.02107	0.195555	378.430148125	0	10	1	5	15	46	2	12	18
96	43	12	20	4	86	12	0	85	1.36784	0.290728	34.6070020199	0	11	1	2	11	8	0	11	1
308	43	13	22	6	87	11	4	87	6.24722	0.0607303	28.875371933	0	10	3	2	10	10	0	10	1
670	43	15	28	10	89	18	6	88	7.44919	0.0833612	35.7349610329	0	12	3	2	13	13	0	13	5
1	41	11	19	4	82	11	0	81	1.34054	0.27975	23.352009058	0	11	0	2	11	7	0	11	0
59	41	11	35	12	86	11	0	81	4.23759	0.114003	44.6513490677	0	11	0	4	13	19	0	11	0
223	41	11	19	8	84	12	4	83	3.14153	0.136885	27.4369819164	0	10	1	1	11	7	0	11	1
242	41	10	29	12	86	10	0	81	1.73657	0.244617	30.9381170273	0	9	1	4	9	16	0	9	1
366	41	14	24	8	84	14	0	81	7.53618	0.0609953	23.9820921421	0	10	4	2	10	13	0	10	4
420	41	16	43	14	87	18	6	84	4.47363	0.245432	71.3005311489	0	14	2	5	15	24	0	15	3
595	41	16	20	2	81	14	4	83	3.32297	0.12661	25.8899919987	0	13	3	1	13	6	0	13	1
742	41	15	38	12	86	14	2	82	5.7115	0.0693062	43.0518090725	0	13	2	5	13	20	0	13	1
780	41	14	23	10	85	14	2	82	7.74256	0.0823985	29.5412669182	0	14	0	1	15	8	0	14	0
936	41	12	30	10	85	12	0	81	2.7103	0.296602	28.8550720215	0	10	2	4	10	16	0	10	2
159	40	12	30	12	84	13	4	81	2.46563	0.218545	33.0057229996	0	10	2	4	11	16	0	11	2
509	40	10	10	4	80	10	4	81	-6.42467e-09	0.500007	23.4487290382	0	9	1	0	9	1	0	9	1
802	40	9	17	4	80	9	2	80	0.851946	0.305614	23.7988829613	0	7	2	2	7	8	0	7	2
903	40	13	17	4	80	14	4	81	1.13436	0.229956	30.9889221191	0	11	2	0	12	6	0	12	2
87	39	7	43	20	86	12	10	82	8.79143	0.0626646	59.2806229591	0	7	0	7	8	29	0	8	4
126	39	15	36	14	83	13	4	79	2.83738	0.266136	37.9425258636	0	10	5	4	10	22	0	10	3
393	39	14	35	14	83	15	4	79	9.62157	0.0528809	47.3657639027	0	10	4	2	13	21	0	11	4
421	39	9	31	16	84	9	2	78	3.87529	0.150714	27.7261810303	0	8	1	5	8	18	0	8	1
552	39	11	15	2	77	11	0	77	1.74218	0.214225	28.0128698349	0	9	2	1	9	6	0	9	2
686	39	10	14	2	77	10	0	77	1.73628e-05	0.478157	21.4304580688	0	8	2	1	8	5	0	8	2
885	39	9	17	4	78	9	0	77	2.67009	0.132973	24.1943459511	0	8	1	2	8	8	0	8	1
945	39	16	32	8	80	16	0	77	1.12447	0.330384	66.5275440216	0	14	2	4	14	15	0	14	2
990	39	9	27	12	82	14	6	80	1.84584	0.265262	32.1930830479	0	9	0	2	11	14	0	10	4
998	39	9	21	8	80	9	0	77	1.63605	0.18916	23.9296078682	0	9	0	2	10	9	0	9	0
12	38	6	20	12	80	6	4	77	4.27183	0.0812594	29.3350110054	0	5	1	2	6	12	0	5	1
414	38	19	27	6	77	19	6	78	3.16941	0.172612	39.0884211063	0	15	4	1	16	10	0	16	3
423	38	14	20	6	77	13	2	76	3.80865	0.119851	27.6247239113	0	9	5	1	9	11	0	9	4
586	38	11	15	2	75	11	0	75	1.09022	0.253217	23.6868970394	0	10	1	1	10	5	0	10	1
751	38	9	13	4	76	9	2	76	0.16885	0.437455	24.919508934	0	9	0	1	9	3	0	9	0
831	38	10	22	8	78	10	0	75	0.317885	0.350345	26.7588119507	0	10	0	2	11	9	0	10	0
925	38	11	20	10	79	12	4	77	1.8472	0.296956	31.4171431065	0	10	1	1	11	9	0	11	1
953	38	10	19	6	77	10	0	75	1.22632	0.30661	20.8840219975	0	8	2	2	8	10	0	8	2
82	37	11	42	20	82	11	4	75	4.96077	0.0951598	60.8862919807	0	6	5	6	7	31	0	6	5
195	37	14	36	16	80	15	4	75	9.25821	0.0828692	70.9622030258	0	12	2	4	12	21	0	13	2
197	37	12	20	6	75	12	2	74	0.385983	0.385323	26.4137911797	0	11	1	2	11	8	0	11	1
217	37	9	20	6	75	9	0	73	1.85907	0.195876	25.3668088913	0	8	1	2	9	9	0	8	1
335	37	9	13	4	74	9	0	73	0.648279	0.348862	18.8899211884	0	7	2	1	7	6	0	7	2
457	37	8	25	14	79	12	4	75	1.43515	0.226335	33.2933969498	0	7	1	1	10	16	0	8	4
526	37	7	15	4	74	7	0	73	0.138843	0.393589	20.639934063	0	5	2	2	5	9	0	5	2
766	37	8	24	8	76	8	0	73	1.84647	0.311435	23.9332420826	0	7	1	4	7	14	0	7	1
801	37	10	29	12	78	10	0	73	2.25922	0.225514	51.8796651363	0	10	0	2	12	15	0	10	0
806	37	8	12	4	74	8	0	73	1.57707	0.221197	22.5185101032	0	8	0	0	9	3	0	8	0
836	37	12	77	38	91	49	28	87	5.95168	0.08484	802.560898066	0	8	4	8	13	56	3	13	33
968	37	9	13	2	73	9	0	73	0.793005	0.278075	20.8704299927	0	9	0	1	9	4	0	9	0
296	36	11	20	8	74	11	0	71	1.38504	0.243114	25.1339049339	0	9	2	1	10	10	0	9	2
467	36	11	23	6	73	11	0	71	3.86004	0.0895535	20.1969389915	0	10	1	3	10	10	0	10	1
517	36	8	8	0	70	8	0	71	-3.32366e-08	0.50005	17.9792869091	0	6	2	0	6	3	0	6	2
600	36	13	18	6	73	12	2	72	0.838121	0.266514	26.7046220303	0	11	2	1	11	7	0	11	1
683	36	10	17	4	72	11	4	73	1.81468	0.220591	22.3480041027	0	9	1	1	10	7	0	10	1
728	36	15	29	14	77	16	4	73	1.32876	0.247519	79.0565159321	0	15	0	1	18	11	0	16	0
969	36	10	25	10	75	11	4	73	3.16307	0.147722	26.8922789097	0	9	1	3	10	12	0	10	1
985	36	12	12	0	70	12	0	71	-1.76879e-08	0.500018	22.3245000839	0	10	2	0	10	3	0	10	2
199	35	10	10	0	68	9	2	70	0.356441	0.369189	22.1850130558	0	8	2	0	8	2	0	8	1
272	35	12	22	6	71	10	4	71	4.45872	0.0938482	25.2666659355	0	9	3	2	9	11	0	9	1
293	35	8	26	12	74	13	12	75	2.29517	0.24041	35.8206450939	0	6	2	2	8	17	0	8	5
299	35	14	23	12	74	14	8	73	10.8361	0.0623472	32.0274620056	0	11	3	1	12	11	0	12	2
497	35	12	17	6	71	12	2	70	3.56097	0.155655	23.3297431469	0	8	4	1	8	9	0	8	4
519	35	11	40	22	79	12	10	74	7.24009	0.0661815	52.0326740742	0	10	1	3	13	24	0	10	2
579	35	10	35	20	78	11	8	73	6.60406	0.108305	28.4230720997	0	9	1	3	12	22	0	10	1
612	35	10	29	14	75	10	10	74	5.54644	0.0662092	65.1718280315	0	10	0	2	12	16	0	10	0
664	35	7	12	6	71	7	2	70	0.0985775	0.471067	19.0894601345	0	7	0	1	7	5	0	7	0
775	35	7	20	8	72	7	6	72	7.6453	0.0668762	29.7141189575	0	6	1	2	7	12	0	7	0
895	35	7	23	10	73	7	2	70	0.481743	0.380782	20.7226641178	0	5	2	4	5	15	0	5	2
957	35	9	21	6	71	9	0	69	0.734663	0.304418	22.1611330509	0	8	1	3	8	12	0	8	1
992	35	5	13	4	70	5	0	69	1.10804	0.238418	23.7574951649	0	5	0	2	5	6	0	5	0
161	34	9	34	14	73	11	4	69	8.48462	0.0661466	45.653429985	0	9	0	4	11	20	0	10	1
221	34	13	13	0	66	13	0	67	5.07898e-08	0.499953	16.6583681107	0	8	5	0	8	5	0	8	5
229	34	11	12	4	68	10	2	68	1.65467	0.226034	21.403234005	0	9	2	1	9	6	0	9	1
278	34	9	17	8	70	10	6	70	5.58453	0.121087	26.572717905	0	8	1	1	9	7	0	9	1
314	34	6	36	16	74	6	4	69	3.69119	0.245182	29.7899580002	0	6	0	5	7	25	0	6	0
326	34	9	25	8	70	9	0	67	0.626488	0.37197	34.58497715	0	5	4	4	5	17	0	5	4
569	34	13	23	8	70	13	6	70	2.69572	0.145959	24.4106659889	0	10	3	1	11	11	0	11	2
599	34	8	22	10	71	9	4	69	2.92641	0.192917	24.9423520565	0	7	1	3	8	12	0	8	1
605	34	7	30	16	74	9	8	71	10.1389	0.10464	24.8030130863	0	6	1	3	8	22	0	7	2
692	34	13	29	10	71	17	2	68	4.49942	0.0746935	56.2492539883	0	12	1	2	14	15	1	12	4
901	34	7	47	22	77	12	4	69	9.75136	0.0907136	135.269989967	0	7	0	8	7	34	1	7	4
999	34	9	17	4	68	9	0	67	0.453654	0.323297	20.8372750282	0	8	1	2	8	8	0	8	1
143	33	8	18	8	68	8	0	65	2.21926	0.17494	27.7944881916	0	6	2	1	7	11	0	6	2
152	33	9	26	8	68	9	0	65	4.27928	0.0587091	29.2039561272	0	9	0	4	9	13	0	9	0
213	33	8	20	10	69	9	8	69	5.21469	0.104336	24.6442630291	0	8	0	1	10	10	0	9	0
233	33	7	15	8	68	7	2	66	0.793184	0.324276	20.2144629955	0	4	3	1	5	9	0	4	3
283	33	13	26	6	67	12	2	66	0.900546	0.256323	28.9123940468	0	11	2	3	11	13	0	11	1
301	33	7	29	18	73	9	14	72	3.88998	0.197245	40.0258538723	0	6	1	3	7	22	0	7	2
310	33	9	17	8	68	12	4	67	0.853858	0.370951	28.9760541916	0	8	1	1	9	8	0	9	3
437	33	10	30	14	71	11	8	69	9.65145	0.0604429	36.3635721207	0	8	2	3	10	18	0	9	2
463	33	14	25	8	68	14	0	65	2.32976	0.194188	24.5681858063	0	12	2	2	12	12	0	12	2
465	33	13	29	8	68	19	8	69	9.11932	0.0501723	28.0528600216	0	9	4	4	9	17	2	8	9
556	33	5	80	30	79	16	10	70	7.81534	0.123848	548.038906097	0	5	0	14	5	67	2	5	9
597	33	12	17	4	66	12	0	65	1.76124	0.19395	18.9130020142	0	8	4	1	8	9	0	8	4
629	33	10	23	6	67	14	2	66	0.0323398	0.450254	22.4208512306	0	9	1	3	9	12	1	9	4
638	33	5	9	2	65	5	0	65	0.568461	0.301785	19.7615439892	0	5	0	1	5	4	0	5	0
798	33	9	23	8	68	9	0	65	2.20189	0.332344	43.1766490936	0	7	2	2	9	16	0	7	2
889	33	10	23	8	68	10	0	65	0.777819	0.290541	18.9678108692	0	7	3	3	7	14	0	7	3
907	33	8	15	4	66	9	4	67	2.00363	0.183106	21.365874052	0	6	2	1	7	8	0	7	2
919	33	9	20	6	67	9	4	67	3.96176	0.0947186	23.2335970402	0	7	2	2	8	10	0	7	2
173	32	10	60	24	74	22	6	66	8.06715	0.0517917	268.152480125	0	10	0	10	11	44	2	10	10
214	32	10	27	10	67	10	0	63	3.2102	0.154231	56.0000298023	0	10	0	4	10	12	0	10	0
251	32	7	16	6	65	7	0	63	0.450821	0.323143	20.3565249443	0	5	2	2	5	10	0	5	2
274	32	7	15	4	64	7	0	63	0.61125	0.297533	21.0955960751	0	5	2	2	5	9	0	5	2
336	32	10	15	6	65	9	2	64	0.633786	0.389479	21.1640248299	0	8	2	2	8	9	0	8	1
357	32	11	15	2	63	11	0	63	0.0567129	0.451323	17.6027789116	0	9	2	1	9	6	0	9	2
375	32	8	14	6	65	8	0	63	0.0592416	0.429703	20.0866909027	0	6	2	1	6	8	0	6	2
385	32	7	23	12	68	7	6	66	2.59981	0.161178	25.1629509926	0	6	1	3	7	13	0	6	1
394	32	7	20	6	65	7	0	63	4.86804	0.0751682	19.7180080414	0	7	0	3	7	10	0	7	0
428	32	7	20	8	66	7	0	63	1.92989	0.270911	17.898195982	0	7	0	2	8	10	0	7	0
455	32	6	14	4	64	6	0	63	0.529855	0.417537	17.3851289749	0	6	0	2	6	6	0	6	0
483	32	7	19	6	65	11	4	65	3.04126	0.184569	19.6923928261	0	6	1	3	6	10	0	7	4
490	32	9	18	8	66	10	4	65	1.16176	0.251295	18.427793026	0	7	2	2	8	9	0	8	2
619	32	6	24	12	68	6	0	63	7.06447	0.0522126	25.6220898628	0	5	1	4	5	16	0	5	1
750	32	6	16	10	67	6	0	63	2.04451	0.180084	19.2411811352	0	6	0	1	7	8	0	6	0
756	32	10	18	6	65	10	2	64	0.40732	0.368982	21.3139472008	0	9	1	3	9	10	0	9	1
879	32	7	19	6	65	7	0	63	0.296547	0.420785	21.6192209721	0	7	0	3	7	9	0	7	0
927	32	8	18	6	65	8	0	63	0.374457	0.358448	18.4639348984	0	7	1	2	7	10	0	7	1
934	32	9	39	16	70	8	2	64	5.31759	0.102541	95.9739630222	0	8	1	4	10	29	0	8	0
994	32	5	13	4	64	5	0	63	0.595655	0.33721	16.341324091	0	5	0	2	5	7	0	5	0
148	31	6	15	6	63	6	0	61	2.48571	0.246145	17.2139060497	0	5	1	2	5	7	0	5	1
191	31	10	15	6	63	12	6	64	0.968544	0.25726	24.8753340244	0	8	2	0	10	8	0	8	4
249	31	7	44	20	70	20	10	66	5.41215	0.0773529	149.52777195	0	6	1	6	8	32	1	8	11
376	31	5	9	2	61	5	0	61	0.162224	0.456383	15.3849279881	0	5	0	1	5	4	0	5	0
426	31	4	12	4	62	4	0	61	2.04822	0.165898	16.3966829777	0	4	0	2	4	7	0	4	0
478	31	6	14	4	62	6	0	61	0.985821	0.256166	18.9149489403	0	5	1	2	5	8	0	5	1
479	31	9	19	10	65	10	4	63	6.19702	0.0832352	20.1910550594	0	7	2	1	8	11	0	8	2
531	31	12	37	12	66	12	0	61	3.25347	0.236559	49.770734787	0	10	2	6	10	22	0	10	2
646	31	5	9	2	61	5	0	61	0.219245	0.371052	16.0089788437	0	5	0	1	5	3	0	5	0
724	31	6	20	12	66	9	6	64	4.51487	0.0787337	25.6402909756	0	5	1	1	7	12	0	6	3
795	31	7	11	2	61	7	0	61	0.21851	0.374359	18.5484831333	0	7	0	1	7	4	0	7	0
852	31	9	15	4	62	9	0	61	0.956288	0.151926	27.7161650658	0	7	2	1	7	8	0	7	2
912	31	7	17	6	63	6	2	62	3.27456	0.105852	19.7470979691	0	6	1	2	6	10	0	6	0
961	31	14	38	18	69	19	8	65	8.09153	0.0660049	79.9780879021	0	12	2	5	12	21	1	12	6
997	31	7	21	8	64	7	0	61	1.3928	0.245466	23.0491480827	0	7	0	3	7	12	0	7	0
153	30	7	10	2	59	6	8	63	4.9257	0.0710062	17.6420090199	0	6	1	0	7	3	0	6	0
174	30	5	33	14	65	5	0	59	2.71059	0.285541	24.605563879	0	5	0	4	8	22	0	5	0
179	30	7	26	14	65	11	14	66	7.08995	0.0535715	20.9480249882	0	5	2	3	6	18	1	5	5
215	30	9	28	12	64	13	6	62	5.63545	0.0607492	38.3866550922	0	8	1	4	8	17	1	8	4
238	30	10	19	8	62	10	0	59	3.304	0.162431	21.461247921	0	9	1	1	10	9	0	9	1
371	30	9	16	6	61	9	0	59	0.609971	0.413149	17.8746020794	0	7	2	1	7	9	0	7	2
525	30	8	16	4	60	8	0	59	3.67371	0.132284	19.740142107	0	7	1	2	7	8	0	7	1
542	30	10	14	2	59	10	0	59	1.39285e-05	0.488097	16.0831902027	0	9	1	1	9	4	0	9	1
574	30	4	17	8	62	4	0	59	2.13728	0.160623	15.7215988636	0	4	0	3	4	10	0	4	0
582	30	12	26	8	62	12	0	59	1.8627	0.261008	20.0010750294	0	8	4	3	8	15	0	8	4
603	30	5	22	12	64	6	6	62	5.21415	0.100686	33.160670042	0	4	1	3	5	14	0	5	1
713	30	6	10	2	59	6	0	59	-0.00971267	0.511424	19.1503720284	0	6	0	1	6	3	0	6	0
860	30	8	16	6	61	8	2	60	0.443593	0.326436	17.9285430908	0	8	0	2	8	6	0	8	0
935	30	10	28	14	65	13	12	65	7.82984	0.0556028	24.7979381084	0	9	1	1	12	16	0	9	4
989	30	6	23	10	63	6	0	59	3.91485	0.112889	23.1568379402	0	6	0	4	6	14	0	6	0
164	29	7	24	8	60	7	0	57	0.667478	0.316711	21.9511561394	0	5	2	4	5	16	0	5	2
181	29	11	16	4	58	11	0	57	0.220185	0.427918	24.0474729538	0	8	3	1	8	8	0	8	3
189	29	8	17	8	60	7	2	58	7.12002	0.0541252	18.7168049812	0	6	2	1	7	10	0	6	1
207	29	7	24	8	60	7	0	57	3.67468	0.17222	19.1215178967	0	4	3	4	4	16	0	4	3
220	29	10	19	6	59	14	2	58	3.03254	0.121904	19.5570180416	0	9	1	2	9	7	1	9	4
298	29	5	32	14	63	7	10	62	2.51465	0.324229	26.8667469025	0	5	0	5	6	22	0	6	1
319	29	6	18	10	61	6	0	57	2.50273	0.223915	25.204365015	0	6	0	1	7	11	0	6	0
364	29	9	23	10	61	8	2	58	2.5822	0.284033	19.140486002	0	7	2	3	7	13	0	7	1
373	29	10	18	6	59	10	2	58	1.49648	0.206049	16.600992918	0	9	1	2	9	7	0	9	1
383	29	8	17	6	59	7	2	58	4.77794	0.0760544	17.6049928665	0	6	2	2	6	10	0	6	1
401	29	7	12	4	58	7	0	57	0.729242	0.323886	17.5584311485	0	6	1	1	6	5	0	6	1
427	29	7	11	2	57	7	0	57	1.99801	0.196948	14.2651290894	0	6	1	1	6	5	0	6	1
458	29	7	19	10	61	7	0	57	1.22435	0.332975	20.0576682091	0	7	0	2	7	10	0	7	0
469	29	10	10	0	56	10	0	57	-2.73796e-06	0.500429	18.2287991047	0	9	1	0	9	1	0	9	1
476	29	7	7	0	56	7	0	57	-1.02797e-05	0.50087	16.2609000206	0	7	0	0	7	0	0	7	0
528	29	7	16	6	59	7	0	57	2.40804	0.231639	22.3081440926	0	5	2	2	5	9	0	5	2
572	29	4	9	4	58	4	0	57	0.000408678	0.493873	30.9404711723	0	3	1	1	3	5	0	3	1
594	29	8	8	0	56	8	0	57	-1.17405e-07	0.500064	21.2658600807	0	8	0	0	8	0	0	8	0
614	29	5	16	6	59	5	0	57	1.31829	0.306699	17.5286490917	0	3	2	2	4	10	0	3	2
662	29	7	22	8	60	7	0	57	4.03852	0.0884256	20.3535690308	0	6	1	2	8	13	0	6	1
665	29	5	16	6	59	6	4	59	5.54219	0.0763161	17.1572508812	0	5	0	1	7	9	0	6	0
737	29	7	28	12	62	7	0	57	4.39336	0.129181	21.9072220325	0	6	1	5	6	17	0	6	1
770	29	8	23	10	61	8	4	59	2.81476	0.118953	24.8341658115	0	6	2	1	9	14	0	6	2
980	29	5	9	2	57	5	0	57	3.57208e-06	0.496706	20.1969959736	0	5	0	1	5	4	0	5	0
102	28	7	32	16	62	9	8	59	4.33629	0.137231	19.0484819412	0	7	0	4	9	20	0	9	0
139	28	9	29	12	60	12	6	58	3.33807	0.12578	71.4697449207	0	6	3	3	7	20	0	6	6
167	28	4	12	4	56	4	0	55	1.39705	0.22065	15.05164814	0	4	0	2	4	7	0	4	0
290	28	6	22	8	58	6	0	55	1.5511	0.204045	19.7799701691	0	6	0	4	6	13	0	6	0
367	28	8	12	4	56	8	2	56	1.31147	0.266438	14.6832220554	0	7	1	1	7	4	0	7	1
435	28	4	8	4	56	7	6	58	1.12208	0.246129	14.7262699604	0	4	0	0	5	3	0	5	2
471	28	6	10	2	55	6	0	55	0.0109716	0.470097	17.7706980705	0	5	1	1	5	4	0	5	1
524	28	4	17	6	57	9	4	57	0.483592	0.393149	16.6226561069	0	4	0	3	4	10	1	4	4
610	28	6	14	4	56	6	0	55	0.537267	0.309813	15.7684860229	0	5	1	2	5	8	0	5	1
744	28	5	9	2	55	5	0	55	1.1115	0.2266	16.0156111717	0	5	0	2	5	6	0	5	0
746	28	10	22	6	57	10	0	55	2.61781	0.228497	19.9132919312	0	8	2	3	8	11	0	8	2
761	28	6	27	12	60	6	0	55	2.40592	0.18384	27.1183168888	0	5	1	5	5	18	0	5	1
779	28	6	34	18	63	8	4	57	5.68577	0.0609218	35.0972018242	0	4	2	4	6	24	0	5	3
816	28	6	23	8	58	6	0	55	1.64475	0.259071	16.2562298775	0	5	1	4	5	15	0	5	1
884	28	10	26	8	58	10	0	55	0.528282	0.334721	20.2354450226	0	8	2	4	8	14	0	8	2
888	28	7	11	4	56	8	4	57	0.296752	0.460622	19.2235529423	0	7	0	0	8	4	0	8	0
913	28	7	21	10	59	7	0	55	3.33264	0.0980926	18.8363211155	0	6	1	1	8	13	0	6	1
108	27	5	22	10	57	5	0	53	1.61368	0.326206	21.1202321053	0	4	1	2	6	17	0	4	1
177	27	6	14	8	56	7	4	55	2.09459	0.221863	16.2449700832	0	4	2	1	5	9	0	4	3
235	27	7	41	18	61	7	0	53	5.57104	0.0937682	118.13246417	0	6	1	6	8	30	0	6	1
273	27	7	19	8	56	8	4	55	2.91535	0.248035	19.8385970592	0	5	2	1	7	13	0	6	2
286	27	7	15	4	54	7	0	53	0.551852	0.306907	13.3095920086	0	6	1	2	6	7	0	6	1
315	27	3	12	6	55	3	0	53	0.51977	0.290963	14.7979028225	0	3	0	2	3	7	0	3	0
354	27	3	7	2	53	3	0	53	0.850438	0.286645	13.3261919022	0	3	0	1	3	4	0	3	0
370	27	5	13	4	54	5	0	53	0.991097	0.327553	14.8127701283	0	5	0	2	5	6	0	5	0
406	27	7	16	4	54	7	0	53	1.22578	0.336001	18.1125280857	0	7	0	2	7	7	0	7	0
413	27	3	19	8	56	3	0	53	2.86416	0.120662	16.879584074	0	3	0	4	3	13	0	3	0
450	27	5	14	6	55	5	0	53	1.94223	0.265411	16.8839399815	0	5	0	2	5	8	0	5	0
453	27	6	6	0	52	6	0	53	8.27276e-09	0.49998	13.884565115	0	5	1	0	5	1	0	5	1
512	27	5	8	2	53	6	4	55	3.42532	0.303806	14.237842083	0	5	0	0	6	2	0	6	0
545	27	5	18	8	56	6	4	55	2.73882	0.194378	24.991106987	0	3	2	2	4	13	0	4	2
593	27	7	8	2	53	7	0	53	8.24684e-05	0.4802	15.2776870728	0	7	0	0	7	1	0	7	0
601	27	5	16	10	57	5	0	53	2.51252	0.200792	15.4851689339	0	5	0	2	5	10	0	5	0
677	27	7	44	20	62	7	0	53	1.40877	0.349296	138.42624402	0	5	2	7	6	35	0	5	2
815	27	3	29	14	59	3	0	53	6.26887	0.0518408	25.145211935	0	3	0	6	3	20	0	3	0
825	27	5	13	4	54	5	0	53	2.03869	0.161336	19.0138161182	0	5	0	2	5	6	0	5	0
826	27	5	14	6	55	5	0	53	1.47571	0.300557	14.5899338722	0	4	1	2	4	9	0	4	1
920	27	10	17	4	54	10	0	53	0.75899	0.42227	14.8408350945	0	6	4	1	7	9	0	6	4
933	27	10	18	6	55	8	4	55	5.30578	0.118263	35.6580281258	0	7	3	1	8	10	0	7	1
946	27	8	25	10	57	8	0	53	2.62678	0.247335	29.3076889515	0	8	0	2	9	15	0	8	0
962	27	7	16	6	55	7	0	53	0.662498	0.315557	14.4197020531	0	5	2	2	5	9	0	5	2
105	26	4	25	10	55	4	0	51	-0.0346761	0.529418	21.9364647865	0	4	0	2	7	16	0	4	0
121	26	8	17	8	54	8	2	52	1.83528	0.312538	20.8843050003	0	6	2	1	7	10	0	6	2
138	26	6	15	4	52	6	0	51	1.47064	0.208822	15.5557768345	0	5	1	2	5	9	0	5	1
